Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Tenure_Group,Num_Add_On_Services,Has_Online_Services,Avg_Monthly_Spend,Is_Long_Term_Contract,Internet Service_Fiber optic,Internet Service_No,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Label
0,0,0,0,3,1,0,0,1,0,0,1,1,0,1,95.1,307.4,0,3,1,102.47,0,1,0,0,1,0,1
1,0,0,0,22,1,1,0,0,0,0,1,1,0,1,94.65,2104.55,1,2,0,95.66,0,1,0,1,0,0,1
1,0,1,0,4,1,0,0,0,1,1,0,0,0,1,80.6,319.15,0,2,0,79.79,0,1,0,0,0,1,1
1,0,1,0,59,1,1,0,0,0,0,0,1,1,0,85.55,5084.65,3,1,0,86.18,1,1,0,0,1,0,1
0,0,0,0,60,0,0,0,1,0,0,1,1,0,1,50.8,3027.4,3,3,1,50.46,0,0,0,0,1,0,1
0,0,0,0,15,1,0,1,0,1,1,1,1,0,0,105.1,1582.75,1,5,1,105.52,0,1,0,0,1,0,1
1,0,0,0,10,1,0,1,1,1,1,1,1,0,1,110.1,1043.3,0,6,1,104.33,0,1,0,0,1,0,1
0,0,0,0,6,1,0,0,0,1,0,0,1,0,0,83.9,497.55,0,2,0,82.92,0,1,0,0,1,0,1
0,0,1,0,63,1,1,1,1,1,0,1,0,0,1,100.55,6215.35,3,4,1,98.66,0,1,0,0,1,0,1
1,0,1,0,50,1,1,0,1,1,0,1,1,0,1,103.85,5017.9,3,4,1,100.36,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.6,24.6,0,0,0,24.6,0,0,0,0,1,0,1
0,0,0,0,12,1,0,1,0,0,1,1,1,0,1,98.9,1120.95,0,4,1,93.41,0,1,0,0,0,0,1
0,0,0,0,9,1,1,0,0,1,0,1,1,0,0,98.3,923.5,0,3,0,102.61,0,1,0,1,0,0,1
1,0,0,0,17,1,0,1,0,0,0,1,1,0,0,93.85,1625.65,1,3,1,95.63,0,1,0,0,1,0,1
1,1,0,0,9,1,1,0,0,1,0,1,1,0,1,100.5,918.6,0,3,0,102.07,0,1,0,0,1,0,1
1,1,0,0,10,1,0,0,1,0,0,0,0,0,1,72.85,688.65,0,1,1,68.86,0,1,0,0,1,0,1
1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,73.55,73.55,0,0,0,73.55,0,1,0,0,1,0,1
0,1,0,0,3,1,1,0,1,0,0,0,0,0,1,79.4,205.05,0,1,1,68.35,0,1,0,0,1,0,1
0,0,0,0,13,1,0,0,1,1,0,0,0,0,1,81.15,952.3,1,2,1,73.25,0,1,0,0,1,0,1
0,1,0,0,4,1,1,0,0,0,0,0,1,0,1,84.6,360.1,0,1,0,90.02,0,1,0,0,1,0,1
0,0,0,0,6,1,1,1,0,0,0,0,0,0,1,79.05,434.5,0,1,1,72.42,0,1,0,0,1,0,1
0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,74.4,215.8,0,0,0,71.93,0,1,0,0,0,0,1
1,1,0,0,35,1,1,0,0,1,0,1,1,0,1,99.05,3395.8,2,3,0,97.02,0,1,0,0,1,0,1
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,44.95,85.15,0,0,0,42.58,0,0,0,0,0,1,1
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,44.7,44.7,0,0,0,44.7,0,0,0,1,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.7,45.7,0,0,0,45.7,0,0,0,0,0,1,1
1,1,0,0,8,1,0,1,0,0,1,1,1,0,0,100.3,832.35,0,4,1,104.04,0,1,0,1,0,0,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,19.25,112.3,0,0,0,16.04,0,0,1,0,1,0,1
0,0,0,0,2,1,1,0,0,0,0,1,1,0,1,96.0,174.8,0,2,0,87.4,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,90.55,90.55,0,2,0,90.55,0,1,0,0,1,0,1
1,1,1,0,44,0,0,0,1,0,0,0,0,0,1,30.35,1359.7,2,1,1,30.9,0,0,0,0,1,0,1
1,0,0,0,71,1,1,1,0,1,1,1,1,2,1,108.05,7532.15,3,5,1,106.09,1,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.9,69.9,0,0,0,69.9,0,1,0,0,1,0,1
1,1,1,0,62,1,1,0,1,1,0,1,1,1,1,103.75,6383.35,3,4,1,102.96,1,1,0,0,1,0,1
1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,86.6,86.6,0,1,0,86.6,0,1,0,0,1,0,1
0,1,1,0,33,1,1,0,1,0,0,0,0,0,1,80.6,2656.5,2,1,1,80.5,0,1,0,0,0,0,1
0,0,0,0,35,1,1,0,1,0,1,0,0,0,0,85.3,2917.5,2,2,1,83.36,0,1,0,1,0,0,1
0,0,0,0,34,1,0,0,0,0,0,0,0,0,1,70.0,2416.1,2,0,0,71.06,0,1,0,1,0,0,1
0,1,0,0,4,1,1,0,0,0,0,1,1,0,1,94.3,424.45,0,2,0,106.11,0,1,0,0,1,0,1
0,0,0,0,7,1,0,0,0,1,0,1,1,0,1,95.35,660.9,0,3,0,94.41,0,1,0,0,1,0,1
1,1,1,0,27,1,1,0,0,0,0,0,0,0,1,75.5,1893.95,2,0,0,70.15,0,1,0,0,1,0,1
0,0,0,0,18,1,1,0,0,0,1,0,1,0,1,90.1,1612.75,1,2,0,89.6,0,1,0,0,1,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,68.95,119.75,0,0,0,59.88,0,1,0,0,1,0,1
1,0,1,0,32,1,1,1,0,0,0,1,1,0,1,99.55,3204.65,2,3,1,100.15,0,1,0,1,0,0,1
1,0,1,0,18,1,0,0,0,1,0,0,1,0,0,57.45,990.85,1,2,0,55.05,0,0,0,0,1,0,1
1,0,1,0,12,1,0,0,0,0,0,0,1,1,0,53.65,696.35,0,1,0,58.03,1,0,0,1,0,0,1
1,1,0,0,8,1,1,0,0,1,0,1,1,0,1,100.6,819.4,0,3,0,102.42,0,1,0,0,1,0,1
1,0,1,0,26,1,1,0,0,0,0,1,0,0,1,83.75,2070.6,2,1,0,79.64,0,1,0,0,1,0,1
0,1,1,0,3,1,0,1,0,0,1,1,0,0,1,88.3,273.75,0,3,1,91.25,0,1,0,0,0,1,1
0,1,0,0,8,1,0,0,0,1,0,1,1,0,1,92.1,729.95,0,3,0,91.24,0,1,0,0,1,0,1
1,0,1,0,38,1,0,1,1,0,0,0,0,0,1,79.45,3013.05,2,2,1,79.29,0,1,0,0,1,0,1
1,1,0,0,14,1,0,0,0,0,0,1,1,0,0,90.45,1266.1,1,2,0,90.44,0,1,0,1,0,0,1
1,0,1,0,32,1,0,0,0,0,0,0,0,0,1,69.75,2347.9,2,0,0,73.37,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.65,19.65,0,0,0,19.65,0,0,1,0,0,1,1
1,1,0,0,12,0,0,0,0,1,1,0,1,0,1,43.65,526.95,0,3,0,43.91,0,0,0,0,1,0,1
0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,39.5,210.75,0,2,0,42.15,0,0,0,0,1,0,1
1,0,1,0,40,1,1,0,0,0,0,1,1,0,1,97.1,3706.95,2,2,0,92.67,0,1,0,0,0,0,1
0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,80.0,412.5,0,1,0,82.5,0,1,0,0,1,0,1
0,0,0,0,10,1,0,1,0,0,0,1,0,0,1,84.7,832.05,0,2,1,83.2,0,1,0,0,0,1,1
1,0,1,0,2,1,0,0,0,0,0,1,1,0,1,89.55,185.55,0,2,0,92.78,0,1,0,0,0,0,1
1,0,0,0,23,1,1,0,0,0,1,1,0,0,1,90.6,1943.2,1,2,0,84.49,0,1,0,0,1,0,1
0,0,0,0,23,1,1,1,0,0,0,1,0,0,1,90.05,2169.8,1,2,1,94.34,0,1,0,0,0,0,1
1,0,1,0,49,1,1,0,1,0,0,1,1,0,1,99.05,4853.75,3,3,1,99.06,0,1,0,0,0,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,69.75,144.55,0,0,0,72.28,0,1,0,0,0,0,1
0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,49.05,91.1,0,1,1,45.55,0,0,0,1,0,0,1
1,0,0,0,7,1,1,0,0,1,0,1,1,0,1,98.05,713.0,0,3,0,101.86,0,1,0,0,0,0,1
0,0,0,0,41,1,1,1,1,1,1,1,1,0,1,114.5,4527.45,2,6,1,110.43,0,1,0,0,0,0,1
1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,80.95,171.15,0,1,0,85.58,0,1,0,0,1,0,1
0,1,0,0,13,1,0,0,0,1,0,0,0,0,1,74.3,940.35,1,1,0,72.33,0,1,0,0,1,0,1
0,1,0,0,11,1,0,0,0,0,0,1,1,0,0,89.7,1047.7,0,2,0,95.25,0,1,0,0,0,0,1
1,1,1,0,17,1,1,0,0,1,0,1,1,0,1,100.45,1622.45,1,3,0,95.44,0,1,0,1,0,0,1
1,0,1,0,25,1,0,0,0,0,0,1,1,1,1,90.4,2178.6,2,2,0,87.14,1,1,0,0,1,0,1
1,0,1,0,3,1,0,0,1,1,0,0,0,0,1,56.15,168.15,0,2,1,56.05,0,0,0,0,0,1,1
0,0,0,0,4,1,0,1,0,1,1,0,1,0,1,94.4,387.2,0,4,1,96.8,0,1,0,0,0,0,1
0,0,1,0,37,1,1,0,0,1,0,0,0,0,1,78.95,2839.65,2,1,0,76.75,0,1,0,1,0,0,1
0,0,0,0,19,0,0,0,0,0,0,1,1,1,1,44.85,893.55,1,2,0,47.03,1,0,0,1,0,0,1
1,1,1,0,39,1,1,0,1,1,0,1,1,0,1,105.65,4284.8,2,4,1,109.87,0,1,0,0,1,0,1
1,0,0,0,7,1,0,0,0,1,0,0,0,0,0,74.65,544.55,0,1,0,77.79,0,1,0,0,0,1,1
0,0,1,0,14,1,1,1,0,0,0,1,0,0,1,64.7,941.0,1,2,1,67.21,0,0,0,0,0,0,1
0,1,1,0,11,1,1,0,0,1,1,1,1,0,1,104.05,1133.65,0,4,0,103.06,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,35.55,35.55,0,1,0,35.55,0,0,0,0,1,0,1
0,0,0,0,2,1,1,0,0,0,0,1,1,0,1,95.15,196.9,0,2,0,98.45,0,1,0,0,1,0,1
1,0,1,0,13,1,0,0,0,1,0,1,1,0,1,96.65,1162.85,1,3,0,89.45,0,1,0,0,0,1,1
0,1,1,0,3,1,0,0,0,0,0,1,0,0,1,80.4,224.05,0,1,0,74.68,0,1,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,31.35,31.35,0,1,1,31.35,0,0,0,0,0,1,1
0,0,0,0,12,1,1,0,1,0,0,1,0,0,1,89.75,1052.4,0,2,1,87.7,0,1,0,0,0,0,1
1,0,1,0,60,1,0,0,1,0,0,1,1,1,1,94.4,5610.25,3,3,1,93.5,1,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.85,19.85,0,0,0,19.85,0,0,1,0,1,0,1
0,0,0,0,6,1,1,0,1,1,1,1,1,0,1,109.9,669.45,0,5,1,111.58,0,1,0,1,0,0,1
1,0,0,0,15,1,0,0,0,1,1,1,1,0,1,101.35,1553.95,1,4,0,103.6,0,1,0,0,1,0,1
1,1,0,0,21,1,0,0,0,1,0,1,0,0,1,60.05,1236.15,1,2,0,58.86,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,60.15,60.15,0,1,0,60.15,0,0,0,0,1,0,1
1,0,0,0,7,1,1,0,0,1,0,1,0,0,1,90.45,593.45,0,2,0,84.78,0,1,0,0,1,0,1
1,0,1,0,53,1,0,0,1,0,0,1,1,1,1,94.25,4867.95,3,3,1,91.85,1,1,0,0,0,0,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,74.9,74.9,0,0,0,74.9,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,80.25,80.25,0,1,0,80.25,0,1,0,0,1,0,1
1,0,1,0,17,1,0,0,0,0,0,0,0,0,1,69.0,1149.65,1,0,0,67.63,0,1,0,0,1,0,1
0,0,1,0,11,1,1,0,0,0,1,0,1,0,1,66.35,740.8,0,2,0,67.35,0,0,0,0,1,0,1
1,0,0,0,19,1,1,0,0,0,0,0,1,0,1,86.0,1532.45,1,1,0,80.66,0,1,0,0,0,0,1
0,0,1,0,3,1,0,0,0,0,0,0,1,0,1,80.3,250.05,0,1,0,83.35,0,1,0,0,1,0,1
1,0,0,0,24,1,1,0,1,0,0,1,0,0,1,90.55,2282.55,1,2,1,95.11,0,1,0,1,0,0,1
0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,75.9,143.35,0,0,0,71.68,0,1,0,0,1,0,1
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,45.85,45.85,0,0,0,45.85,0,0,0,0,0,1,1
0,0,1,0,16,0,0,0,0,0,1,1,1,0,1,49.95,810.2,1,3,0,50.64,0,0,0,0,1,0,1
1,0,1,0,34,1,0,0,0,0,0,1,0,0,0,78.3,2564.3,2,1,0,75.42,0,1,0,0,1,0,1
1,0,0,0,3,1,1,0,0,0,0,0,0,0,1,76.95,228.4,0,0,0,76.13,0,1,0,0,1,0,1
0,1,0,0,16,1,1,0,0,0,0,1,1,0,1,96.15,1529.2,1,2,0,95.58,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.3,45.3,0,0,0,45.3,0,0,0,0,1,0,1
0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,19.4,289.3,1,0,0,19.29,0,0,1,0,0,0,1
0,0,0,0,11,1,1,0,0,0,1,1,0,0,0,90.15,987.95,0,2,0,89.81,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.05,45.05,0,0,0,45.05,0,0,0,0,0,1,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,75.8,75.8,0,1,1,75.8,0,1,0,0,1,0,1
0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,79.3,523.15,0,1,0,74.74,0,1,0,0,1,0,1
0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,30.9,59.05,0,1,0,29.52,0,0,0,0,1,0,1
0,1,0,0,46,1,0,0,1,0,0,1,1,1,0,95.25,4424.2,2,3,1,96.18,1,1,0,1,0,0,1
0,1,1,0,68,1,1,0,1,0,0,0,1,0,1,89.6,6127.6,3,2,1,90.11,0,1,0,0,0,0,1
1,0,1,0,59,1,1,1,1,1,0,1,1,1,1,110.15,6448.05,3,5,1,109.29,1,1,0,0,1,0,1
1,1,1,0,7,1,0,0,0,0,0,1,1,0,1,89.5,676.7,0,2,0,96.67,0,1,0,0,1,0,1
1,0,1,0,8,1,0,1,0,0,0,0,0,0,0,75.0,632.95,0,1,1,79.12,0,1,0,0,1,0,1
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,44.75,270.95,0,0,0,45.16,0,0,0,0,1,0,1
0,0,1,0,11,1,0,0,0,0,0,0,0,0,1,44.05,483.7,0,0,0,43.97,0,0,0,0,1,0,1
1,1,1,0,15,1,1,0,0,0,0,0,1,0,1,85.6,1345.55,1,1,0,89.7,0,1,0,0,0,0,1
0,0,0,0,70,1,1,1,1,1,1,1,1,1,0,115.55,8127.6,3,6,1,116.11,1,1,0,1,0,0,1
1,1,0,0,16,1,1,0,0,0,0,1,0,0,1,86.6,1281.0,1,1,0,80.06,0,1,0,0,1,0,1
0,0,0,0,18,1,1,0,0,0,0,1,0,0,1,85.2,1553.9,1,1,0,86.33,0,1,0,0,1,0,1
0,0,1,0,34,1,1,0,0,0,0,1,1,0,1,97.65,3207.55,2,2,0,94.34,0,1,0,0,1,0,1
1,0,1,0,47,1,1,0,1,1,1,1,1,0,1,109.55,5124.55,2,5,1,109.03,0,1,0,0,1,0,1
0,0,1,0,39,1,1,0,1,1,1,0,0,1,1,89.55,3474.45,2,3,1,89.09,1,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.45,19.45,0,0,0,19.45,0,0,1,0,0,1,1
0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,20.35,76.35,0,0,0,19.09,0,0,1,0,0,1,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,69.25,69.25,0,0,0,69.25,0,1,0,0,1,0,1
1,0,1,0,59,1,1,0,0,1,0,1,1,1,1,99.5,5961.1,3,3,0,101.04,1,1,0,0,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,25.2,25.2,0,0,0,25.2,0,0,0,0,1,0,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,45.0,96.45,0,0,0,48.22,0,0,0,0,0,1,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.15,20.15,0,0,0,20.15,0,0,1,0,0,1,1
1,0,1,0,66,1,1,0,1,1,0,1,1,0,1,105.0,7133.25,3,4,1,108.08,0,1,0,1,0,0,1
1,0,0,0,3,1,0,0,0,0,0,1,0,0,1,54.7,169.45,0,1,0,56.48,0,0,0,1,0,0,1
0,0,1,0,14,1,1,0,0,1,0,0,1,0,1,87.25,1258.6,1,2,0,89.9,0,1,0,0,1,0,1
1,0,1,0,10,1,0,0,0,0,0,1,0,0,1,79.95,857.2,0,1,0,85.72,0,1,0,0,1,0,1
0,0,0,0,18,1,1,0,0,0,1,1,0,0,1,88.35,1639.3,1,2,0,91.07,0,1,0,0,1,0,1
0,0,0,0,9,1,1,0,0,0,0,1,1,0,1,94.75,889.9,0,2,0,98.88,0,1,0,0,1,0,1
0,1,0,0,13,1,1,0,0,0,0,1,1,0,1,95.05,1290.0,1,2,0,99.23,0,1,0,0,1,0,1
1,0,0,0,4,1,1,0,1,0,0,0,0,0,0,78.45,330.05,0,1,1,82.51,0,1,0,0,1,0,1
1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,70.2,237.95,0,0,0,59.49,0,1,0,0,1,0,1
1,0,1,0,59,0,0,0,1,0,0,0,1,0,1,41.05,2452.7,3,2,1,41.57,0,0,0,0,0,0,1
1,0,1,0,10,1,1,0,0,0,0,1,0,0,1,85.6,813.85,0,1,0,81.39,0,1,0,0,1,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,79.2,79.2,0,1,0,79.2,0,1,0,0,1,0,1
1,0,0,0,5,1,0,0,0,1,0,1,1,1,1,70.0,347.4,0,3,0,69.48,1,0,0,0,0,1,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,49.95,49.95,0,0,0,49.95,0,0,0,0,0,0,1
0,0,1,0,22,1,0,0,0,0,0,0,0,0,1,69.25,1554.0,1,0,0,70.64,0,1,0,0,1,0,1
0,1,1,0,34,1,1,0,1,1,0,0,1,0,1,94.25,3217.55,2,3,1,94.63,0,1,0,0,1,0,1
1,0,1,0,41,1,1,0,0,1,0,1,1,1,1,73.0,3001.2,2,3,0,73.2,1,0,0,0,1,0,1
0,0,0,0,64,1,1,0,0,1,0,1,1,1,1,100.05,6254.2,3,3,0,97.72,1,1,0,1,0,0,1
0,1,0,0,4,1,0,0,1,1,0,1,1,0,1,99.8,442.85,0,4,1,110.71,0,1,0,1,0,0,1
0,0,0,0,18,0,0,0,0,0,0,0,1,0,1,35.0,553.0,1,1,0,30.72,0,0,0,0,1,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,76.0,76.0,0,0,0,76.0,0,1,0,0,1,0,1
0,1,0,0,2,1,1,0,0,0,0,1,1,0,1,93.85,170.85,0,2,0,85.42,0,1,0,0,1,0,1
0,0,1,0,15,1,0,0,0,1,0,1,0,0,1,84.3,1308.4,1,2,0,87.23,0,1,0,0,1,0,1
1,1,0,0,9,1,1,0,0,0,0,0,1,0,1,84.4,732.5,0,1,0,81.39,0,1,0,1,0,0,1
1,0,1,0,15,1,1,0,0,1,0,1,1,0,1,101.1,1504.05,1,3,0,100.27,0,1,0,0,1,0,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,50.45,50.45,0,0,0,50.45,0,0,0,0,1,0,1
1,0,0,0,12,1,1,0,0,0,1,1,1,0,1,99.95,1132.75,0,3,0,94.4,0,1,0,0,0,1,1
0,0,0,0,2,1,1,0,0,1,0,1,0,0,1,91.4,193.6,0,2,0,96.8,0,1,0,0,1,0,1
0,1,0,0,5,1,0,0,0,1,0,0,0,0,1,75.55,349.65,0,1,0,69.93,0,1,0,1,0,0,1
1,0,0,0,4,1,1,0,0,0,1,0,0,0,0,80.8,332.45,0,1,0,83.11,0,1,0,1,0,0,1
0,0,1,0,16,1,1,0,1,0,0,1,1,0,1,100.0,1534.75,1,3,1,95.92,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.55,20.55,0,0,0,20.55,0,0,1,0,1,0,1
1,0,0,0,5,1,1,0,1,1,0,0,0,0,1,85.3,424.15,0,2,1,84.83,0,1,0,0,1,0,1
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,70.4,281.0,0,0,0,70.25,0,1,0,0,1,0,1
1,0,0,0,37,1,1,0,0,0,1,1,1,0,0,98.8,3475.55,2,3,0,93.93,0,1,0,0,0,0,1
1,0,1,0,13,1,1,0,0,0,0,0,0,0,1,74.4,896.75,1,0,0,68.98,0,1,0,1,0,0,1
0,0,0,0,24,1,1,0,0,1,0,1,1,0,1,98.75,2407.3,1,3,0,100.3,0,1,0,0,1,0,1
1,0,1,0,61,1,1,1,1,0,0,1,1,1,1,106.0,6547.7,3,4,1,107.34,1,1,0,0,1,0,1
1,0,0,0,41,1,1,0,1,1,0,1,1,0,1,104.7,4346.4,2,4,1,106.01,0,1,0,0,1,0,1
1,1,0,0,22,1,1,0,0,0,0,1,1,0,1,96.7,2082.95,1,2,0,94.68,0,1,0,0,1,0,1
0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,55.05,102.75,0,2,1,51.38,0,0,0,1,0,0,1
1,1,0,0,19,1,1,0,1,0,0,1,0,0,1,88.2,1775.8,1,2,1,93.46,0,1,0,0,1,0,1
0,0,1,0,8,1,0,0,0,0,0,0,0,1,1,19.75,145.0,0,0,0,18.12,1,0,1,0,0,1,1
1,1,0,0,15,1,1,0,0,0,0,0,0,0,0,75.65,1146.65,1,0,0,76.44,0,1,0,0,1,0,1
1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,74.7,74.7,0,0,0,74.7,0,1,0,0,1,0,1
1,0,0,0,17,1,0,0,0,1,0,0,0,0,1,76.65,1313.55,1,1,0,77.27,0,1,0,0,1,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,25.8,25.8,0,0,0,25.8,0,0,0,0,0,1,1
0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,42.6,72.4,0,3,1,36.2,0,0,0,0,1,0,1
0,0,0,0,29,1,0,1,1,1,0,0,1,0,1,68.85,1970.5,2,4,1,67.95,0,0,0,0,0,0,1
1,0,1,0,2,1,0,0,0,1,1,0,1,0,0,90.0,190.05,0,3,0,95.02,0,1,0,1,0,0,1
0,0,0,0,14,1,0,0,0,1,0,0,0,0,0,75.35,1025.95,1,1,0,73.28,0,1,0,0,1,0,1
1,0,0,0,8,1,1,0,1,0,0,1,1,0,0,100.85,819.55,0,3,1,102.44,0,1,0,0,1,0,1
0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,69.95,330.15,0,0,0,66.03,0,1,0,0,1,0,1
0,0,1,0,63,1,1,0,1,1,0,1,1,1,1,107.5,6873.75,3,4,1,109.11,1,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.85,45.85,0,0,0,45.85,0,0,0,0,0,1,1
0,0,1,0,53,1,0,1,1,1,0,1,1,1,1,106.1,5769.75,3,5,1,108.86,1,1,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,91.7,91.7,0,3,1,91.7,0,1,0,0,1,0,1
0,0,0,0,16,1,1,0,1,1,0,0,1,0,1,95.6,1555.65,1,3,1,97.23,0,1,0,1,0,0,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,74.95,74.95,0,0,0,74.95,0,1,0,0,1,0,1
1,1,0,0,10,1,1,0,0,0,0,1,1,0,1,95.35,898.35,0,2,0,89.84,0,1,0,0,1,0,1
0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,45.0,127.1,0,0,0,42.37,0,0,0,0,1,0,1
1,0,0,0,66,1,0,0,1,1,0,1,1,0,0,99.5,6710.5,3,4,1,101.67,0,1,0,0,1,0,1
0,0,1,0,17,1,0,0,0,1,1,1,1,1,0,98.6,1704.95,1,4,0,100.29,1,1,0,0,0,0,1
0,0,0,0,7,1,0,0,0,0,1,1,0,0,1,59.5,415.95,0,2,0,59.42,0,0,0,0,0,1,1
1,1,1,0,12,1,0,0,0,0,0,0,1,0,1,80.45,950.2,0,1,0,79.18,0,1,0,0,1,0,1
0,0,1,0,42,1,0,0,0,0,0,1,0,0,1,77.95,3384.0,2,1,0,80.57,0,1,0,1,0,0,1
1,1,0,0,2,1,0,0,1,0,0,0,0,0,1,74.7,165.4,0,1,1,82.7,0,1,0,0,1,0,1
1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,88.8,88.8,0,2,0,88.8,0,1,0,0,1,0,1
1,0,0,0,30,1,0,0,0,0,0,1,1,0,1,90.25,2755.35,2,2,0,91.84,0,1,0,0,1,0,1
0,0,0,0,15,1,1,1,0,0,0,0,1,0,1,64.65,994.55,1,2,1,66.3,0,0,0,0,0,0,1
1,1,1,0,13,1,0,0,1,0,1,0,1,0,1,89.05,1169.35,1,3,1,89.95,0,1,0,0,0,0,1
1,0,1,0,67,1,1,0,1,1,0,0,0,1,0,87.4,5918.8,3,2,1,88.34,1,1,0,0,1,0,1
0,1,0,0,23,1,0,0,1,0,0,1,1,0,1,94.75,2293.6,1,3,1,99.72,0,1,0,0,1,0,1
0,0,0,0,35,1,1,0,0,0,0,1,0,0,1,86.45,3029.1,2,1,0,86.55,0,1,0,0,1,0,1
0,0,1,0,56,1,1,0,1,0,0,1,1,1,1,98.25,5508.35,3,3,1,98.36,1,1,0,0,1,0,1
0,0,1,0,9,1,0,0,0,1,0,0,0,0,1,75.75,655.9,0,1,0,72.88,0,1,0,0,0,0,1
0,1,1,0,17,1,1,1,0,1,0,0,0,0,1,85.35,1463.45,1,2,1,86.09,0,1,0,0,0,0,1
1,0,0,0,48,1,1,0,1,1,0,1,1,1,1,106.1,5082.8,2,4,1,105.89,1,1,0,1,0,0,1
1,1,0,0,17,1,0,0,0,0,0,0,0,0,1,45.05,770.6,1,0,0,45.33,0,0,0,0,1,0,1
0,0,0,0,34,1,1,1,1,1,0,1,1,0,1,109.8,3587.25,2,5,1,105.51,0,1,0,0,0,1,1
0,1,0,0,42,1,1,0,0,0,0,1,0,0,1,84.65,3541.35,2,1,0,84.32,0,1,0,0,1,0,1
1,0,1,0,11,1,0,0,0,0,0,1,0,0,1,79.5,868.5,0,1,0,78.95,0,1,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,85.8,85.8,0,1,0,85.8,0,1,0,0,0,1,1
1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,79.1,79.1,0,1,0,79.1,0,1,0,0,1,0,1
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,44.3,134.5,0,0,0,44.83,0,0,0,0,0,1,1
